#OTU ID	Blank1	Blank2	Blank3	Blank4	SS004	SS007	SS011	SS016	SS019	SS023	SS028	SS031	SS035	SS040	SS043	SS047	SS051	SS052	SS054	SS055	SS059	SS063	SS064	SS066	SS070	SS071	SS075	SS076	SS078	SS082	SS083	SS087	SS088	SS090	SS094	SS095
d0bd24da551a53d14c2d0c7ac2e00d04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0
3ebe761bfb1238c87195d431f41bf976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	73	0	0	0	0	0	0	0	0	4	0	0	0	0	140	0	0
3fa2974b1f70109275811beb1ae321c9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
060716edede38b8800ced54da91fd924	0	0	0	0	26	0	0	13	0	0	0	104	0	0	0	27	0	0	0	0	0	0	0	34	0	0	0	0	0	0	15	2	0	0	0	0
9d127ac8ec1a7b03befe92229847b811	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0
5e3a47c2ae255393e22c460922d39fae	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e40a9dbedc84f39e1f51f3ce3ae6a33e	0	0	0	0	0	0	0	0	0	0	52	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92f1720367db58c68a96eceb9feb416a	0	0	0	0	0	0	0	16	0	0	0	14	0	0	62	0	0	0	0	87	5	5	0	10	0	0	0	0	0	0	11	0	0	0	0	0
28fc5b4c98e618c2d8b58303c777ae23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
d4ecfe33623f297a74de51d7f28b39aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
850303c72499668f477105c620c6d88b	0	0	0	0	0	28	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	4	0	0	0	0	0	63	0	0
eb41d6c3bdb7f697c24d5c59a7e4b43e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0
f21ee3160edc05d9a400f419c4a8a093	0	0	0	0	0	47	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	30	0	0
ca8f1c260ac18a133685554fc1089155	0	0	0	0	0	0	0	0	54	0	22	0	0	0	0	0	0	65	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0
3265d4af36c9111eeab8366f034a548b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0
d46e2205f0c6ecf67b51f83d111c509c	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c90d8b7a6117e548fca8717693a103cb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	110	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0
195a54476a1802d75e0e773601fe964b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0
402156ffeebf7502fc625ea06df1be55	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	15
72157e01d951b144c7e9174c09766338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0
b503d76e5f6f07ddb15148a5631658e8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	15	27	70	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0
151dc3710be852488064098205bb884f	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	56
5e6dea43c6ccdb2386931ab81e26f4b0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95b658713b837f142c9547ced7a08f8c	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	87	0	0
9f461b032accb5f13b074116bb0e201f	0	0	0	0	15	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
da0b467c34afa87cbdd4fbae859adf71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0
950ed17bffa92ef3ee8b0a6d3b69a96c	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e4f7af9f761ed8f6abbdbc6e3226e017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
eb2b4262f803757d8c06331c57dc7625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	75	0	0	0	0	0	0
c67445ed68d61f49e41b7bdd1de019fb	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	26	0	0	0	0	34	0	0	0	0	60	0	0	0	0	0	0	0	0	0	14
d15bc449222795a9ff230013aa633686	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	29	0	0	16	0	21	0	0	0	0	42	0	0	0	0	0	31	0	0
e3f504747410ca83c6f4db7cfa3937e8	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0
16871d63944b4c5448bb200a5044412d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
d5e94b36ce9cd48d3998cac0bd4784e5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
8cc8e6565ca94b2237fad1d81f5865c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
bddd9071ddb26eb16c0e4f9966614caf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
a9164d01308501b576afa06256a15b0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
a0c405b99955989902e1275610b42863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
959dc286520b67c745c48ca1be428c57	0	0	0	0	0	0	0	65	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0
c51b322ed75792caff4c4e0939a2db0d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0
a052dcea8ad74666c400e5b5734fd1a5	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a0c722778c2f897766210e31ce87afc6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fd52457ef6265b9c7ac482f0f9dfdadc	0	0	0	0	4	0	0	9	0	0	6	25	0	0	27	0	0	0	0	0	0	45	8	0	0	0	0	0	0	0	0	0	0	0	0	0
dcba105f35d8ebc9e22269c7491ad3a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	27	17	0	0	0	0	0	0	0	0	0	0	0	0	16	0
1a8bbc66d154d7cd469466a6dc7d00ae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
30ad487e1e86be71afce4e03fd7553b5	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f91620a00572d7258d0939608b5679f5	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
e555c9ffca5c28e9efdcf7efac57445b	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	82	0	0	0	0	8	0	0	0	0	0	0	0	0	18	0	0
00c4654e196c118c82ca65ad97405943	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
f429b6866ff36cab70982054439c4953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d49e465178f5ff7daad0abfcd7be8fa4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8a4bdc6594bd5db600e29e1992df508f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98f53519513214e968c569829a1471bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0
3e74fcfd9b6132427f07fcd79cedebec	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69179c4a6011d0c9d30036cf18626520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
f19a711776291576f4f21308edf2f26b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0
7522d19b6cd971311b76b4c2345ffa71	0	0	0	0	0	0	0	0	0	0	0	23	0	9	0	15	0	0	0	0	20	0	0	18	0	0	0	0	0	0	12	0	0	0	0	14
4ca89d66497df1959e9fe9f9d811f081	0	0	0	0	0	0	0	30	0	0	6	46	0	6	12	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
c078028f66b50611d4da6a1f8dafb63d	0	0	0	0	34	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	26	0	0	0	0
7a42f8d0ad547edd1e651db19d6d1e6c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0
152a292c5e2b2b0c876aa94b142a19ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0
c3318960d8dc74e5bfce33a4bc9a4eed	0	0	0	0	0	0	27	0	0	0	27	0	0	25	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
97991ce469a1cc109b514c89920eaa50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	12	0	0	0	18	0	0	0	0	6	0	0	0	0	0	0	0
9457c8a3ad57746d25d8ada00a770ced	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0
7142d3d4bc9f5115629c4c9a4f56a266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bc50a08afb8e2685392a431d18875933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
1ed00288d63b81f91a202b4cdb55acd0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0
71f74aa94a931623e97d4cc6179fcf27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
3e0668bf6bad51f5fcdee4028064a219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0
1f3dc9e2e79a98010379fb818fc810a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0
6f7fdad1419595b3bb1e5ceda289402b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0
6775d2384a80a0558a46dd8c79c12762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	72	0	0	0	0	0
6323ea4c2e6fe601220a3156c90feb9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0
8576d2573002be02bd8316068ea862a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96
109c727cb6fd6f9590d490ec52946dd3	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3d2cc3b9f0184830bec2ef73bcc6166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	23	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
1f6eaf2b68354de72677d7c2e511ff35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02fdb6e779e484f7f66c06f4cd4dcb60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1bc599cac5647c5c30496e93ca551557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	25	0	0	0	0	0	0	0	0	49	17
799eca8a2d7eda5b8522c90f695b85f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	78
d59a1dcbd2bfc39d9edb662298d1345e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0
519465d5013a3d0c00ba0e3a8db5afd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cfca6f20d697cfc02a31c5465b2ffb19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0
4dd021ec5a9a60ebf8cf989b62bf7fb6	0	0	0	0	0	0	0	0	8	0	17	0	0	0	0	0	0	39	0	0	0	0	17	0	0	0	0	4	0	0	0	0	0	7	0	0
b170a73c718ba69c500e017ff37a105b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8495a7602793efbeca7e9822804d198a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	76	0	0
db58f3e2e0ca2c54c44bacdd72c3fb99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	36	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
5f676e17b06e4d9f5695c87259abfdeb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	79	0	0	0	0	0
9a0ad46b41a94554dbde8595c5e69ee4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0
9a7b3b2fca3e1ec58d65f2f0048f625d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a0efbf54236a26d6377620a58b8c60b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eb28b1a40981d38e6a0aab251174dae1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0
65d43491988bfe557da4d86a5ba25dae	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0
05c2d2963f606b1530be56ab8ce2e427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0
d37e5d92d719f9d63421945eaf6233bb	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bcabb3769954f30d9eac96eea3e97a46	0	0	0	0	6	0	0	27	0	0	22	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
0595a214df18f3514634f3f77711f049	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92d43275bdbee71a13c1373e48b63fc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	31	0	0	0	0	38	0	0	0	0	0
ee72ee97db064e5d745356f479b9e576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0
eb24d8a9fc68200673ae3773cf65260e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0
5a659fafd2c2859a9777c3fed0f5d304	0	0	0	0	0	0	0	10	0	0	19	16	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	28	0	0	0	0
0553c44773bd3590229b0380df384997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19242d6e262c55c76fdde74fbd05d9ad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	56	0	0
84d35a75b69770280facfba48c55f5c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0
46a248f376772c74aed6a25c014ecf0c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24051ef88d0304b64d9d8f9b863126e6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0
f9bbf6068ad62cde43cc5458e7eefb33	0	0	0	0	0	0	0	0	29	0	15	0	0	16	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
84a9b9ff95e270eb2bebe61c3cc18fd3	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
9dbf8611beee8c9a4bfb62eaa5476d1e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0
2027809904cc70c4cd84e6e38d141eb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0
a484aaa20801bae39a35adfb88c30ab8	0	0	0	0	18	0	0	0	0	0	20	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
47df8e122dd7af8634d1d97ce78f44f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
8d166f8864673c8ca4af14c17629735d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0
16c77ed3415d77986142e3074992f677	0	0	0	0	0	0	0	0	0	0	0	43	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
860407acce9e33af6012213075f4218e	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ea29106da164019ad4d5a12800274cbb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0
c50ec79ea5341241c6737d55a1e71ee2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0
a555a875d5702a1347c93551b58debc0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14cf4e14abae6cdf55c4abeab2b2be66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0
37932bc925b6f5f390dfc835d32ed9d8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0
87ace68671b521fa779b33d5fcf2b782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0
1fd6bc25da83cd0fb75d720b1011c0ba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0
a1cfb91b2376174aceaa69e673c337f0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
8e683899749b8e77d28f30c2526eb92a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0
57482424f6ba4257a6dacbcbac99e8c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0
1773d11800550bc1653997002f9ef072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0
cbc34de082e3106e8ca969c65715a787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0
d892d40bc79d0c356bd2886ce8d120ee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0
727c46ec87de41ab832da40af8c8175f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
d2ac92ef7b0297714611e7160d79672a	0	0	0	0	0	0	0	0	0	0	39	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f1608790921472175af09eb2a30d25e	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20b2a1cd685acf58314fb59252a14448	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
585acbab6a2210c0f4feb3a5180a89a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0
1641a032847992b34d05bca842914ec3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0
aaa3fb74ac1ddc2932552bf55a2ace5c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0
0bbcd98acd8be6d79ee58f197e4cf265	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82dece6e35540738ba450a0c3a90b5a0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
8ce12e88f6b59bb09494567f0d678092	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	13	0	0	0	0	17	0	0	0	0	0
7609d8c2d5aa7c834e525b3362d577a9	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c344ce026a87074b9f957a1ef3b289f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0
ed588a1b13ffddd737c98bf5b1fbc9e9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0
fc4d567d1d0828e1fdc36916f0d53d15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0
c6b51ecd2f06425be75d9a1634421432	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a56ad3ec2b87cfbeaba8976be08b4b9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0
7a7d59f447d04228aa5efe7c70769bb0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0
8b4ad087539bb0607a7d040d4adfa869	0	0	0	0	23	0	0	0	0	0	31	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9207bf5e78e77c8ecb9d079b8ce7dc8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0
