	SubjectID1	SubjectID2	Group1	Group2	Distance
50	SS055	SS071	Newborn	Sterile	0.808
51	SS055	SS075	Newborn	Sterile	0.7032
52	SS055	SS078	Newborn	Sterile	0.7794
53	SS055	SS082	Newborn	Sterile	0.7126
54	SS055	SS083	Newborn	Sterile	0.7884
55	SS055	SS087	Newborn	Sterile	0.7106
56	SS055	SS094	Newborn	Sterile	0.82
0	SS016	SS004	Sterile	Sterile	0.4062
1	SS023	SS004	Sterile	Sterile	0.6966
2	SS023	SS016	Sterile	Sterile	0.7612
3	SS031	SS004	Sterile	Sterile	0.7442
4	SS031	SS016	Sterile	Sterile	0.7274
5	SS031	SS023	Sterile	Sterile	0.7818
6	SS043	SS004	Sterile	Sterile	0.6016
7	SS043	SS016	Sterile	Sterile	0.5418
8	SS043	SS023	Sterile	Sterile	0.8458
9	SS043	SS031	Sterile	Sterile	0.8014
10	SS047	SS004	Sterile	Sterile	0.376
11	SS047	SS016	Sterile	Sterile	0.5034
12	SS047	SS023	Sterile	Sterile	0.7722
13	SS047	SS031	Sterile	Sterile	0.8028
14	SS047	SS043	Sterile	Sterile	0.645
15	SS054	SS004	Sterile	Sterile	0.9478
16	SS054	SS016	Sterile	Sterile	0.9412
17	SS054	SS023	Sterile	Sterile	0.9662
18	SS054	SS031	Sterile	Sterile	0.938
19	SS054	SS043	Sterile	Sterile	0.9392
20	SS054	SS047	Sterile	Sterile	0.9462
21	SS059	SS004	Sterile	Sterile	0.4076
22	SS059	SS016	Sterile	Sterile	0.5332
23	SS059	SS023	Sterile	Sterile	0.8378
24	SS059	SS031	Sterile	Sterile	0.8332
25	SS059	SS043	Sterile	Sterile	0.6244
26	SS059	SS047	Sterile	Sterile	0.1728
27	SS059	SS054	Sterile	Sterile	0.9488
28	SS063	SS004	Sterile	Sterile	0.3572
29	SS063	SS016	Sterile	Sterile	0.306
30	SS063	SS023	Sterile	Sterile	0.7906
31	SS063	SS031	Sterile	Sterile	0.8228
32	SS063	SS043	Sterile	Sterile	0.6036
33	SS063	SS047	Sterile	Sterile	0.4126
34	SS063	SS054	Sterile	Sterile	0.9566
35	SS063	SS059	Sterile	Sterile	0.4282
36	SS066	SS004	Sterile	Sterile	0.4996
37	SS066	SS016	Sterile	Sterile	0.49
38	SS066	SS023	Sterile	Sterile	0.7522
39	SS066	SS031	Sterile	Sterile	0.6574
40	SS066	SS043	Sterile	Sterile	0.499
41	SS066	SS047	Sterile	Sterile	0.479
42	SS066	SS054	Sterile	Sterile	0.9232
43	SS066	SS059	Sterile	Sterile	0.4794
44	SS066	SS063	Sterile	Sterile	0.6072
45	SS070	SS004	Sterile	Sterile	0.7866
46	SS070	SS016	Sterile	Sterile	0.8388
47	SS070	SS023	Sterile	Sterile	0.9344
48	SS070	SS031	Sterile	Sterile	0.9002
49	SS070	SS043	Sterile	Sterile	0.8446
50	SS070	SS047	Sterile	Sterile	0.8434
51	SS070	SS054	Sterile	Sterile	0.7312
52	SS070	SS059	Sterile	Sterile	0.8208
53	SS070	SS063	Sterile	Sterile	0.8224
54	SS070	SS066	Sterile	Sterile	0.7766
55	SS071	SS004	Sterile	Sterile	0.4636
56	SS071	SS016	Sterile	Sterile	0.6202
57	SS071	SS023	Sterile	Sterile	0.8182
58	SS071	SS031	Sterile	Sterile	0.8772
59	SS071	SS043	Sterile	Sterile	0.6926
60	SS071	SS047	Sterile	Sterile	0.2702
61	SS071	SS054	Sterile	Sterile	0.959
62	SS071	SS059	Sterile	Sterile	0.2746
63	SS071	SS063	Sterile	Sterile	0.4928
64	SS071	SS066	Sterile	Sterile	0.6382
65	SS071	SS070	Sterile	Sterile	0.8426
66	SS075	SS004	Sterile	Sterile	0.3502
67	SS075	SS016	Sterile	Sterile	0.422
68	SS075	SS023	Sterile	Sterile	0.6218
69	SS075	SS031	Sterile	Sterile	0.7472
70	SS075	SS043	Sterile	Sterile	0.643
71	SS075	SS047	Sterile	Sterile	0.5272
72	SS075	SS054	Sterile	Sterile	0.9408
73	SS075	SS059	Sterile	Sterile	0.5926
74	SS075	SS063	Sterile	Sterile	0.4484
75	SS075	SS066	Sterile	Sterile	0.5118
76	SS075	SS070	Sterile	Sterile	0.801
77	SS075	SS071	Sterile	Sterile	0.6086
78	SS078	SS004	Sterile	Sterile	0.9302
79	SS078	SS016	Sterile	Sterile	0.9476
80	SS078	SS023	Sterile	Sterile	0.969
81	SS078	SS031	Sterile	Sterile	0.8972
82	SS078	SS043	Sterile	Sterile	0.9448
83	SS078	SS047	Sterile	Sterile	0.949
84	SS078	SS054	Sterile	Sterile	0.3796
85	SS078	SS059	Sterile	Sterile	0.931
86	SS078	SS063	Sterile	Sterile	0.9712
87	SS078	SS066	Sterile	Sterile	0.8876
88	SS078	SS070	Sterile	Sterile	0.74
89	SS078	SS071	Sterile	Sterile	0.966
90	SS078	SS075	Sterile	Sterile	0.94
91	SS082	SS004	Sterile	Sterile	0.837
92	SS082	SS016	Sterile	Sterile	0.8406
93	SS082	SS023	Sterile	Sterile	0.9278
94	SS082	SS031	Sterile	Sterile	0.8324
95	SS082	SS043	Sterile	Sterile	0.8172
96	SS082	SS047	Sterile	Sterile	0.853
97	SS082	SS054	Sterile	Sterile	0.6666
98	SS082	SS059	Sterile	Sterile	0.8494
99	SS082	SS063	Sterile	Sterile	0.82
100	SS082	SS066	Sterile	Sterile	0.8062
101	SS082	SS070	Sterile	Sterile	0.4242
102	SS082	SS071	Sterile	Sterile	0.8726
103	SS082	SS075	Sterile	Sterile	0.844
104	SS082	SS078	Sterile	Sterile	0.6754
105	SS083	SS004	Sterile	Sterile	0.4698
106	SS083	SS016	Sterile	Sterile	0.623
107	SS083	SS023	Sterile	Sterile	0.8304
108	SS083	SS031	Sterile	Sterile	0.8458
109	SS083	SS043	Sterile	Sterile	0.6976
110	SS083	SS047	Sterile	Sterile	0.2966
111	SS083	SS054	Sterile	Sterile	0.9512
112	SS083	SS059	Sterile	Sterile	0.3012
113	SS083	SS063	Sterile	Sterile	0.5104
114	SS083	SS066	Sterile	Sterile	0.6224
115	SS083	SS070	Sterile	Sterile	0.8384
116	SS083	SS071	Sterile	Sterile	0.1938
117	SS083	SS075	Sterile	Sterile	0.6266
118	SS083	SS078	Sterile	Sterile	0.9542
119	SS083	SS082	Sterile	Sterile	0.8768
120	SS087	SS004	Sterile	Sterile	0.3408
121	SS087	SS016	Sterile	Sterile	0.2978
122	SS087	SS023	Sterile	Sterile	0.7662
123	SS087	SS031	Sterile	Sterile	0.7884
124	SS087	SS043	Sterile	Sterile	0.5882
125	SS087	SS047	Sterile	Sterile	0.4032
126	SS087	SS054	Sterile	Sterile	0.9468
127	SS087	SS059	Sterile	Sterile	0.4538
128	SS087	SS063	Sterile	Sterile	0.2216
129	SS087	SS066	Sterile	Sterile	0.5036
130	SS087	SS070	Sterile	Sterile	0.7406
131	SS087	SS071	Sterile	Sterile	0.4844
132	SS087	SS075	Sterile	Sterile	0.4128
133	SS087	SS078	Sterile	Sterile	0.962
134	SS087	SS082	Sterile	Sterile	0.7632
135	SS087	SS083	Sterile	Sterile	0.5282
136	SS094	SS004	Sterile	Sterile	0.9242
137	SS094	SS016	Sterile	Sterile	0.9032
138	SS094	SS023	Sterile	Sterile	0.9238
139	SS094	SS031	Sterile	Sterile	0.8802
140	SS094	SS043	Sterile	Sterile	0.9224
141	SS094	SS047	Sterile	Sterile	0.9152
142	SS094	SS054	Sterile	Sterile	0.8782
143	SS094	SS059	Sterile	Sterile	0.9078
144	SS094	SS063	Sterile	Sterile	0.9194
145	SS094	SS066	Sterile	Sterile	0.9236
146	SS094	SS070	Sterile	Sterile	0.829
147	SS094	SS071	Sterile	Sterile	0.9156
148	SS094	SS075	Sterile	Sterile	0.9234
149	SS094	SS078	Sterile	Sterile	0.8858
150	SS094	SS082	Sterile	Sterile	0.8144
151	SS094	SS083	Sterile	Sterile	0.9058
